"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20260716","경강선","초월","4275","3915","20260719"
"20260716","안산선","초지","5384","5337","20260719"
"20260716","4호선","총신대입구(이수)","21779","23435","20260719"
"20260716","경춘선","춘천","1620","1518","20260719"
"20260716","3호선","충무로","9","0","20260719"
"20260716","4호선","충무로","36723","38547","20260719"
"20260716","2호선","충정로(경기대입구)","11755","12528","20260719"
"20260716","5호선","충정로(경기대입구)","5771","5966","20260719"
"20260716","경의선","탄현","8477","8095","20260719"
"20260716","장항선","탕정","2350","2205","20260719"
"20260716","7호선","태릉입구","9361","8763","20260719"
"20260716","6호선","태릉입구","6435","6809","20260719"
"20260716","분당선","태평","14395","13531","20260719"
"20260716","경춘선","퇴계원","3696","3367","20260719"
"20260716","경의선","파주","1304","1073","20260719"
"20260716","경강선","판교","6847","7014","20260719"
"20260716","중앙선","팔당","813","817","20260719"
"20260716","경춘선","평내호평","7213","6958","20260719"
"20260716","과천선","평촌","20468","20054","20260719"
"20260716","경부선","평택","13660","13820","20260719"
"20260716","경부선","평택지제","5558","5290","20260719"
"20260716","경의선","풍산","7156","6782","20260719"
"20260716","7호선","하계","19774","18424","20260719"
"20260716","5호선","하남검단산","7643","7089","20260719"
"20260716","5호선","하남시청(덕풍?신장)","9955","9344","20260719"
"20260716","5호선","하남풍산","5216","5182","20260719"
"20260716","7호선","학동","25830","26752","20260719"
"20260716","3호선","학여울","2244","2233","20260719"
"20260716","6호선","한강진","10281","12876","20260719"
"20260716","경의선","한국항공대","2337","2125","20260719"
"20260716","경원선","한남","3952","4066","20260719"
"20260716","안산선","한대앞","9933","9976","20260719"
"20260716","4호선","한성대입구(삼선교)","16215","15169","20260719"
"20260716","9호선2~3단계","한성백제","3859","3403","20260719"
"20260716","2호선","한양대","11151","11526","20260719"
"20260716","분당선","한티","17811","19038","20260719"
"20260716","2호선","합정","34967","38974","20260719"
"20260716","6호선","합정","14832","15291","20260719"
"20260716","5호선","행당","9075","7935","20260719"
"20260716","경의선","행신","8297","8305","20260719"
"20260716","4호선","혜화","41367","41439","20260719"
"20260716","수인선","호구포","4660","4721","20260719"
"20260716","공항철도 1호선","홍대입구","16716","16723","20260719"
"20260716","2호선","홍대입구","77595","84892","20260719"
"20260716","경의선","홍대입구","2220","2626","20260719"
"20260716","3호선","홍제","20558","19173","20260719"
"20260716","우이신설선","화계","4284","4009","20260719"
"20260716","5호선","화곡","32590","29789","20260719"
"20260716","6호선","화랑대(서울여대입구)","12204","9901","20260719"
"20260716","경부선","화서","11625","11539","20260719"
"20260716","일산선","화정","19650","20033","20260719"
"20260716","중앙선","회기","28238","26191","20260719"
"20260716","경원선","회룡","14826","14542","20260719"
"20260716","4호선","회현(남대문시장)","31704","33803","20260719"
"20260716","6호선","효창공원앞","8535","7630","20260719"
"20260716","경의선","효창공원앞","3506","3839","20260719"
"20260716","9호선","흑석(중앙대입구)","10259","10334","20260719"
"20260715","우이신설선","4.19민주묘지","3246","3089","20260718"
"20260715","경원선","가능","6792","6629","20260718"
"20260715","8호선","가락시장","9312","10234","20260718"
"20260715","3호선","가락시장","9997","9493","20260718"
"20260715","7호선","가산디지털단지","51139","52064","20260718"
"20260715","경부선","가산디지털단지","19513","22376","20260718"
"20260715","9호선","가양","24208","23620","20260718"
"20260715","우이신설선","가오리","4783","4841","20260718"
"20260715","경의선","가좌","6447","6084","20260718"
"20260715","분당선","가천대","8350","8571","20260718"
"20260715","경춘선","가평","2058","2066","20260718"
"20260715","경인선","간석","6229","5869","20260718"
"20260715","경춘선","갈매","2906","2647","20260718"
"20260715","2호선","강남","91238","84322","20260718"
"20260715","분당선","강남구청","10559","12439","20260718"
"20260715","7호선","강남구청","18510","20915","20260718"
"20260715","5호선","강동","20850","20451","20260718"
"20260715","8호선","강동구청","12074","12403","20260718"
"20260715","경의선","강매","3402","2800","20260718"
"20260715","2호선","강변(동서울터미널)","26705","24414","20260718"
"20260715","5호선","강일","6696","6282","20260718"
"20260715","경춘선","강촌","324","299","20260718"
"20260715","5호선","개롱","7223","7357","20260718"
"20260715","경인선","개봉","24665","24404","20260718"
"20260715","분당선","개포동","4541","4680","20260718"
"20260715","9호선","개화","2786","1843","20260718"
"20260715","5호선","개화산","6725","6406","20260718"
"20260715","5호선","거여","11125","11250","20260718"
"20260715","7호선","건대입구","15046","15067","20260718"
"20260715","2호선","건대입구","37767","39463","20260718"
"20260715","공항철도 1호선","검암","6361","6517","20260718"
"20260715","경강선","경기광주","9184","8543","20260718"
"20260715","과천선","경마공원","1784","1768","20260718"
"20260715","3호선","경복궁(정부서울청사)","30785","29132","20260718"
"20260715","3호선","경찰병원","8698","8599","20260718"
"20260715","공항철도 1호선","계양","10003","9658","20260718"
"20260715","5호선","고덕","12076","11834","20260718"
"20260715","6호선","고려대(종암)","8943","8444","20260718"
"20260715","수인선","고색","6609","6105","20260718"
"20260715","7호선","고속터미널","17643","16202","20260718"
"20260715","3호선","고속터미널","47399","44122","20260718"
"20260715","9호선","고속터미널","15617","20537","20260718"
"20260715","안산선","고잔","9409","9113","20260718"
"20260715","경의선","곡산","648","695","20260718"
"20260715","경강선","곤지암","2084","2073","20260718"
"20260715","경의선","공덕","4697","3768","20260718"
"20260715","5호선","공덕","16689","17394","20260718"
"20260715","공항철도 1호선","공덕","3714","4527","20260718"
"20260715","6호선","공덕","21868","21149","20260718"
"20260715","7호선","공릉(서울과학기술대)","13111","12788","20260718"
"20260715","9호선","공항시장","3099","3282","20260718"
"20260715","공항철도 1호선","공항화물청사","2128","2246","20260718"
"20260715","과천선","과천","5652","5300","20260718"
"20260715","경부선","관악","7531","7433","20260718"
"20260715","신림선","관악산(서울대)","3015","2875","20260718"
"20260715","5호선","광나루(장신대)","11866","11272","20260718"
"20260715","경부선","광명","3662","3308","20260718"
"20260715","7호선","광명사거리","24720","24415","20260718"
"20260715","경원선","광운대","8531","7994","20260718"
"20260715","5호선","광화문(세종문화회관)","40760","42511","20260718"
"20260715","6호선","광흥창(서강)","11762","11133","20260718"
"20260715","2호선","교대(법원.검찰청)","35670","42260","20260718"
"20260715","3호선","교대(법원.검찰청)","19193","10965","20260718"
"20260715","경부선","구로","17978","17984","20260718"
"20260715","2호선","구로디지털단지","63814","63391","20260718"
"20260715","분당선","구룡","3744","3700","20260718"
"20260715","중앙선","구리","7699","7975","20260718"
"20260715","9호선","구반포","3161","2829","20260718"
"20260715","6호선","구산","8954","7161","20260718"
"20260715","분당선","구성","8059","8213","20260718"
"20260715","2호선","구의(광진구청)","32768","32266","20260718"
"20260715","경인선","구일","7021","6950","20260718"
"20260715","3호선","구파발","23874","22877","20260718"
"20260715","중앙선","국수","712","700","20260718"
"20260715","9호선","국회의사당","20848","21870","20260718"
"20260715","7호선","군자(능동)","17135","13700","20260718"
"20260715","5호선","군자(능동)","13008","14366","20260718"
"20260715","경부선","군포","7321","7184","20260718"
"20260715","경춘선","굴봉산","102","81","20260718"
"20260715","5호선","굽은다리(강동구민회관앞)","10768","10157","20260718"
"20260715","경춘선","금곡","1780","1774","20260718"
"20260715","경의선","금릉","5303","5029","20260718"
"20260715","경부선","금정","30588","31086","20260718"
"20260715","경부선","금천구청","11272","11575","20260718"
"20260715","경의선","금촌","6541","6426","20260718"
"20260715","3호선","금호","8753","8213","20260718"
"20260715","분당선","기흥","11215","10135","20260718"
"20260715","5호선","길동","10049","10180","20260718"
"20260715","4호선","길음","22922","22612","20260718"
"20260715","경춘선","김유정","361","372","20260718"
"20260715","서해선","김포공항","2806","4456","20260718"
"20260715","9호선","김포공항","5782","10630","20260718"
"20260715","5호선","김포공항","14217","8990","20260718"
"20260715","공항철도 1호선","김포공항","9423","5699","20260718"
"20260715","5호선","까치산","29947","28920","20260718"
"20260715","2호선","낙성대(강감찬)","31050","30136","20260718"
"20260715","7호선","남구로","17273","18159","20260718"
"20260715","수인선","남동인더스파크","2702","3025","20260718"
"20260715","3호선","남부터미널(예술의전당)","34029","34361","20260718"
"20260715","7호선","남성","12374","11701","20260718"
"20260715","경부선","남영","9989","10374","20260718"
"20260715","8호선","남위례","9158","9012","20260718"
"20260715","경춘선","남춘천","2265","2301","20260718"
"20260715","4호선","남태령","1547","1417","20260718"
"20260715","8호선","남한산성입구(성남법원.검찰청)","13023","11670","20260718"
"20260715","7호선","내방","17307","17223","20260718"
"20260715","9호선","노들","5587","4521","20260718"
"20260715","9호선","노량진","29434","28466","20260718"
"20260715","경부선","노량진","8555","8314","20260718"
"20260715","7호선","노원","21903","23253","20260718"
"20260715","4호선","노원","22381","24922","20260718"
"20260715","3호선","녹번","16631","15668","20260718"
"20260715","6호선","녹사평(용산구청)","5615","5585","20260718"
"20260715","경원선","녹양","4800","4614","20260718"
"20260715","경원선","녹천","4838","4163","20260718"
"20260715","7호선","논현","21730","22042","20260718"
"20260715","경의선","능곡","4745","4426","20260718"
"20260715","8호선","단대오거리","12762","12602","20260718"
"20260715","수인선","달월","104","73","20260718"
"20260715","5호선","답십리","18007","15948","20260718"
"20260715","신림선","당곡","5347","5193","20260718"
"20260715","2호선","당산","20605","23719","20260718"
"20260715","9호선","당산","22042","21421","20260718"
"20260715","경부선","당정","6168","5930","20260718"
"20260715","일산선","대곡","12371","11160","20260718"
"20260715","과천선","대공원","2651","2797","20260718"
"20260715","7호선","대림(구로구청)","9410","9506","20260718"
"20260715","2호선","대림(구로구청)","26522","26908","20260718"
"20260715","분당선","대모산입구","6341","6131","20260718"
"20260715","경부선","대방","11494","12635","20260718"
"20260715","신림선","대방","3787","2986","20260718"
"20260715","경춘선","대성리","704","767","20260718"
"20260715","안산선","대야미","5432","4953","20260718"
"20260715","3호선","대청","12415","11435","20260718"
"20260715","3호선","대치","13495","13541","20260718"
"20260715","일산선","대화","11392","9275","20260718"
"20260715","6호선","대흥(서강대앞)","10510","11045","20260718"
"20260715","경원선","덕계","6930","6555","20260718"
"20260715","중앙선","덕소","5646","5549","20260718"
"20260715","경원선","덕정","6039","5743","20260718"
"20260715","3호선","도곡","7169","7023","20260718"
"20260715","분당선","도곡","8464","8966","20260718"
"20260715","중앙선","도농","9970","9346","20260718"
"20260715","2호선","도림천","1445","1461","20260718"
"20260715","경원선","도봉","6452","6191","20260718"
"20260715","경원선","도봉산","7249","4448","20260718"
"20260715","7호선","도봉산","9060","10396","20260718"
"20260715","중앙선","도심","3087","2463","20260718"
"20260715","경인선","도원","3487","3611","20260718"
"20260715","경인선","도화","4301","3999","20260718"
"20260715","3호선","독립문","8591","8690","20260718"
"20260715","6호선","독바위","2878","3027","20260718"
"20260715","경부선","독산","17903","18416","20260718"
"20260715","6호선","돌곶이","13431","12792","20260718"
"20260715","1호선","동대문","13236","12672","20260718"
"20260715","4호선","동대문","20938","21627","20260718"
"20260715","4호선","동대문역사문화공원(DDP)","21866","19430","20260718"
"20260715","2호선","동대문역사문화공원(DDP)","15714","18056","20260718"
"20260715","5호선","동대문역사문화공원(DDP)","3862","4355","20260718"
"20260715","3호선","동대입구","10008","10956","20260718"
"20260715","경원선","동두천","1674","1653","20260718"
"20260715","경원선","동두천중앙","3130","3057","20260718"
"20260715","1호선","동묘앞","9113","9347","20260718"
"20260715","6호선","동묘앞","10192","10725","20260718"
"20260715","경인선","동암","15632","15739","20260718"
"20260715","경인선","동인천","14148","13076","20260718"
"20260715","9호선","동작(현충원)","1879","1575","20260718"
"20260715","4호선","동작(현충원)","1914","1887","20260718"
"20260715","경부선","두정","6906","6935","20260718"
"20260715","5호선","둔촌동","14691","14810","20260718"
"20260715","9호선2~3단계","둔촌오륜","5342","5299","20260718"
"20260715","9호선","등촌","14399","13626","20260718"
"20260715","공항철도 1호선","디지털미디어시티","16242","15282","20260718"
"20260715","6호선","디지털미디어시티","16368","17796","20260718"
"20260715","경의선","디지털미디어시티","2724","2517","20260718"
"20260715","2호선","뚝섬","27171","29090","20260718"
"20260715","5호선","마곡","18761","18794","20260718"
"20260715","공항철도 1호선","마곡나루(서울식물원)","18797","18030","20260718"
"20260715","9호선","마곡나루(서울식물원)","18292","17688","20260718"
"20260715","일산선","마두","8805","9064","20260718"
"20260715","7호선","마들","14684","14026","20260718"
"20260715","경춘선","마석","4148","4089","20260718"
"20260715","5호선","마장","6632","6164","20260718"
"20260715","5호선","마천","8028","6927","20260718"
"20260715","5호선","마포","16927","17403","20260718"
"20260715","6호선","마포구청","16548","15278","20260718"
"20260715","중앙선","망우","7945","7738","20260718"
"20260715","6호선","망원","16647","17759","20260718"
"20260715","경원선","망월사","8244","8422","20260718"
"20260715","분당선","망포","17054","16434","20260718"
"20260715","분당선","매교","5836","5822","20260718"
"20260715","3호선","매봉","15185","14810","20260718"
"20260715","분당선","매탄권선","5992","5890","20260718"
"20260715","7호선","먹골","11115","11159","20260718"
"20260715","7호선","면목","15471","15366","20260718"
"20260715","4호선","명동","38608","39923","20260718"
"20260715","5호선","명일","9027","9240","20260718"
"20260715","경부선","명학","9079","9078","20260718"
"20260715","분당선","모란","20210","20709","20260718"
"20260715","8호선","모란","5238","4061","20260718"
"20260715","5호선","목동","17997","19975","20260718"
"20260715","8호선","몽촌토성(평화의문)","9447","9478","20260718"
"20260715","3호선","무악재","4738","4517","20260718"
"20260715","2호선","문래","25813","26526","20260718"
"20260715","경의선","문산","5434","5248","20260718"
"20260715","8호선","문정","26772","28342","20260718"
"20260715","분당선","미금","16750","17072","20260718"
"20260715","5호선","미사","20022","20192","20260718"
"20260715","4호선","미아(서울사이버대학)","17090","16641","20260718"
"20260715","4호선","미아사거리","28300","27926","20260718"
"20260715","안산선","반월","4780","4584","20260718"
"20260715","7호선","반포","7643","7284","20260718"
"20260715","5호선","발산","27698","28179","20260718"
"20260715","2호선","방배","17209","17837","20260718"
"20260715","5호선","방이","8179","8402","20260718"
"20260715","경원선","방학","10515","10524","20260718"
"20260715","5호선","방화","7904","7713","20260718"
"20260715","장항선","배방","1206","1222","20260718"
"20260715","경의선","백마","8002","7864","20260718"
"20260715","일산선","백석","10773","10886","20260718"
"20260715","경춘선","백양리","87","73","20260718"
"20260715","경인선","백운","7591","7422","20260718"
"20260715","6호선","버티고개","2491","2438","20260718"
"20260715","과천선","범계","30191","30078","20260718"
"20260715","경춘선","별내","2537","2318","20260718"
"20260715","경부선","병점","15414","15145","20260718"
"20260715","7호선","보라매","7226","7698","20260718"
"20260715","신림선","보라매","5485","4967","20260718"
"20260715","신림선","보라매공원","2812","3129","20260718"
"20260715","신림선","보라매병원","10078","10645","20260718"
"20260715","6호선","보문","8937","8392","20260718"
"20260715","우이신설선","보문","1974","1901","20260718"
"20260715","경원선","보산","1515","1425","20260718"
"20260715","분당선","보정","2748","2550","20260718"
"20260715","분당선","복정","1","0","20260718"
"20260715","8호선","복정","10476","8729","20260718"
"20260715","장항선","봉명","1467","1458","20260718"
"20260715","9호선2~3단계","봉은사","25588","27151","20260718"
"20260715","2호선","봉천","27387","25587","20260718"
"20260715","6호선","봉화산(서울의료원)","9289","8656","20260718"
"20260715","경인선","부개","9172","8547","20260718"
"20260715","경강선","부발","2408","2353","20260718"
"20260715","경인선","부천","32081","31966","20260718"
"20260715","서해선","부천종합운동장","3423","2909","20260718"
"20260715","경인선","부평","30162","31460","20260718"
"20260715","우이신설선","북한산보국문","6480","6068","20260718"
"20260715","우이신설선","북한산우이","2916","2672","20260718"
"20260715","3호선","불광","17370","18635","20260718"
"20260715","6호선","불광","5262","4895","20260718"
"20260715","4호선","불암산","10302","8867","20260718"
"20260715","7호선","사가정","17047","17241","20260718"
"20260715","4호선","사당","26315","22575","20260718"
"20260715","2호선","사당","44507","47925","20260718"
"20260715","경춘선","사릉","2154","2125","20260718"
"20260715","수인선","사리","5438","4745","20260718"
"20260715","9호선","사평","4871","4686","20260718"
"20260715","안산선","산본","17622","18547","20260718"
"20260715","8호선","산성","6690","6892","20260718"
"20260715","4호선","삼각지(전쟁기념관)","6800","7762","20260718"
"20260715","6호선","삼각지(전쟁기념관)","8050","7243","20260718"
"20260715","경강선","삼동","2569","2434","20260718"
"20260715","2호선","삼성(무역센터)","60133","56284","20260718"
"20260715","9호선2~3단계","삼성중앙","9387","10004","20260718"
"20260715","일산선","삼송","20824","20223","20260718"
"20260715","우이신설선","삼양","2776","2966","20260718"
"20260715","우이신설선","삼양사거리","3045","3001","20260718"
"20260715","9호선2~3단계","삼전","9514","8925","20260718"
"20260715","분당선","상갈","5543","5252","20260718"
"20260715","4호선","상계","21080","19750","20260718"
"20260715","7호선","상도","13043","12639","20260718"
"20260715","안산선","상록수","15218","15435","20260718"
"20260715","7호선","상봉","19619","19178","20260718"
"20260715","중앙선","상봉","6314","6168","20260718"
"20260715","6호선","상수","10559","11156","20260718"
"20260715","2호선","상왕십리","15856","15893","20260718"
"20260715","6호선","상월곡(한국과학기술연구원)","7074","6308","20260718"
"20260715","5호선","상일동","16367","15446","20260718"
"20260715","경춘선","상천","273","235","20260718"
"20260715","6호선","새절(신사)","14203","13028","20260718"
"20260715","9호선","샛강","8096","7938","20260718"
"20260715","신림선","샛강","3609","4174","20260718"
"20260715","경의선","서강대","2502","2378","20260718"
"20260715","5호선","서대문","22738","22724","20260718"
"20260715","경부선","서동탄","1518","1229","20260718"
"20260715","경원선","서빙고","2317","2100","20260718"
"20260715","신림선","서울대벤처타운","10865","10064","20260718"
"20260715","2호선","서울대입구(관악구청)","50854","48782","20260718"
"20260715","분당선","서울숲","12956","13190","20260718"
"20260715","4호선","서울역","15475","24041","20260718"
"20260715","경의선","서울역","3697","4445","20260718"
"20260715","공항철도 1호선","서울역","13347","12121","20260718"
"20260715","1호선","서울역","81782","78331","20260718"
"20260715","경부선","서울역","9799","3526","20260718"
"20260715","신림선","서울지방병무청","3730","4117","20260718"
"20260715","신림선","서원","4144","3611","20260718"
"20260715","경부선","서정리","8742","8257","20260718"
"20260715","2호선","서초","23987","24176","20260718"
"20260715","분당선","서현","25566","26157","20260718"
"20260715","6호선","석계","10925","11011","20260718"
"20260715","경원선","석계","9401","10582","20260718"
"20260715","경부선","석수","8421","7683","20260718"
"20260715","9호선2~3단계","석촌","10717","10034","20260718"
"20260715","8호선","석촌","9709","11077","20260718"
"20260715","9호선2~3단계","석촌고분","8246","8143","20260718"
"20260715","2호선","선릉","66865","58926","20260718"
"20260715","분당선","선릉","14755","22447","20260718"
"20260715","과천선","선바위","8053","7237","20260718"
"20260715","9호선","선유도","10628","9874","20260718"
"20260715","분당선","선정릉","8208","8720","20260718"
"20260715","9호선2~3단계","선정릉","11854","12313","20260718"
"20260715","경부선","성균관대","15705","15484","20260718"
"20260715","경강선","성남","1586","1357","20260718"
"20260715","2호선","성수","57286","61836","20260718"
"20260715","4호선","성신여대입구(돈암)","23065","22602","20260718"
"20260715","우이신설선","성신여대입구(돈암)","3875","4322","20260718"
"20260715","경부선","성환","3768","3811","20260718"
"20260715","경부선","세류","3691","3344","20260718"
"20260715","경부선","세마","3679","3526","20260718"
"20260715","경강선","세종대왕릉","343","360","20260718"
"20260715","수인선","소래포구","4660","4339","20260718"
"20260715","경인선","소사","8309","7838","20260718"
"20260715","경원선","소요산","1497","1518","20260718"
"20260715","우이신설선","솔밭공원","2925","2815","20260718"
"20260715","우이신설선","솔샘","6560","6212","20260718"
"20260715","경인선","송내","27074","26774","20260718"
"20260715","수인선","송도","2867","2538","20260718"
"20260715","5호선","송정","6855","6503","20260718"
"20260715","경부선","송탄","4280","4120","20260718"
"20260715","8호선","송파","11412","10993","20260718"
"20260715","9호선2~3단계","송파나루","6598","6953","20260718"
"20260715","분당선","수내","13938","14092","20260718"
"20260715","7호선","수락산","13404","13487","20260718"
"20260715","안산선","수리산","4520","3690","20260718"
"20260715","경의선","수색","3417","3523","20260718"
"20260715","분당선","수서","19460","20377","20260718"
"20260715","3호선","수서","19986","19895","20260718"
"20260715","분당선","수원","8105","7701","20260718"
"20260715","경부선","수원","35584","37297","20260718"
"20260715","분당선","수원시청","15181","16033","20260718"
"20260715","4호선","수유(강북구청)","36254","36582","20260718"
"20260715","8호선","수진","6450","5985","20260718"
"20260715","4호선","숙대입구(서울시교육청)","15972","15953","20260718"
"20260715","7호선","숭실대입구(살피재)","12977","13061","20260718"
"20260715","수인선","숭의","5146","4700","20260718"
"20260715","1호선","시청","31513","31266","20260718"
"20260715","2호선","시청","32744","30573","20260718"
"20260715","분당선","신갈","5431","5191","20260718"
"20260715","5호선","신금호","7105","7528","20260718"
"20260715","5호선","신길","5739","5825","20260718"
"20260715","경부선","신길","9296","8334","20260718"
"20260715","안산선","신길온천","2181","1971","20260718"
"20260715","경춘선","신내","3335","3230","20260718"
"20260715","9호선","신논현","33674","34503","20260718"
"20260715","2호선","신답","1992","2256","20260718"
"20260715","6호선","신당","9218","9676","20260718"
"20260715","2호선","신당","16123","16438","20260718"
"20260715","2호선","신대방","26917","25639","20260718"
"20260715","7호선","신대방삼거리","16589","15942","20260718"
"20260715","경부선","신도림","4025","4327","20260718"
"20260715","2호선","신도림","52312","49440","20260718"
"20260715","경강선","신둔도예촌","1475","1344","20260718"
"20260715","신림선","신림","2623","3219","20260718"
"20260715","2호선","신림","59694","58681","20260718"
"20260715","9호선","신목동","5272","4762","20260718"
"20260715","9호선","신반포","5247","5184","20260718"
"20260715","9호선","신방화","7838","7771","20260718"
"20260715","3호선","신사","28668","30337","20260718"
"20260715","우이신설선","신설동","2817","2634","20260718"
"20260715","2호선","신설동","3868","3949","20260718"
"20260715","1호선","신설동","16123","15456","20260718"
"20260715","4호선","신용산","23827","26293","20260718"
"20260715","중앙선","신원","147","147","20260718"
"20260715","경원선","신이문","9584","8638","20260718"
"20260715","5호선","신정(은행정)","15159","12503","20260718"
"20260715","2호선","신정네거리","10624","10883","20260718"
"20260715","장항선","신창(순천향대)","1105","1068","20260718"
"20260715","2호선","신촌","40070","40395","20260718"
"20260715","경의선","신촌","1094","1326","20260718"
"20260715","수인선","신포","2020","2030","20260718"
"20260715","7호선","신풍","13509","12722","20260718"
"20260715","8호선","신흥","5835","5964","20260718"
"20260715","4호선","쌍문","31637","29312","20260718"
"20260715","장항선","쌍용(나사렛대)","2393","2265","20260718"
"20260715","장항선","아산","3551","3147","20260718"
"20260715","중앙선","아신","511","485","20260718"
"20260715","5호선","아차산(어린이대공원후문)","15490","15179","20260718"
"20260715","2호선","아현","12127","11386","20260718"
"20260715","3호선","안국","29567","29377","20260718"
"20260715","안산선","안산","12072","11070","20260718"
"20260715","6호선","안암(고대병원앞)","13007","13020","20260718"
"20260715","경부선","안양","22271","22001","20260718"
"20260715","8호선","암사","17660","16410","20260718"
"20260715","8호선","암사역사공원","8610","7405","20260718"
"20260715","3호선","압구정","35000","37856","20260718"
"20260715","분당선","압구정로데오","19772","21687","20260718"
"20260715","5호선","애오개","7681","7465","20260718"
"20260715","경의선","야당","7592","7719","20260718"
"20260715","수인선","야목","831","698","20260718"
"20260715","분당선","야탑","27588","29174","20260718"
"20260715","6호선","약수","4138","4090","20260718"
"20260715","3호선","약수","13999","13960","20260718"
"20260715","중앙선","양수","1953","1957","20260718"
"20260715","중앙선","양원","3661","3613","20260718"
"20260715","3호선","양재(서초구청)","42297","44700","20260718"
"20260715","중앙선","양정","531","452","20260718"
"20260715","경원선","양주","6923","6649","20260718"
"20260715","2호선","양천구청","7336","7832","20260718"
"20260715","9호선","양천향교","12512","12851","20260718"
"20260715","중앙선","양평","3013","3036","20260718"
"20260715","5호선","양평","9920","9735","20260718"
"20260715","7호선","어린이대공원(세종대)","14919","14873","20260718"
"20260715","수인선","어천","1400","1413","20260718"
"20260715","9호선2~3단계","언주","13652","14119","20260718"
"20260715","5호선","여의나루","14067","15666","20260718"
"20260715","9호선","여의도","36090","35259","20260718"
"20260715","5호선","여의도","34125","37102","20260718"
"20260715","경강선","여주","2633","2667","20260718"
"20260715","경인선","역곡","26184","26553","20260718"
"20260715","2호선","역삼","58241","66360","20260718"
"20260715","6호선","역촌","4574","5303","20260718"
"20260715","수인선","연수","4872","4948","20260718"
"20260715","6호선","연신내","3","0","20260718"
"20260715","3호선","연신내","39716","37956","20260718"
"20260715","경원선","연천","953","900","20260718"
"20260715","9호선","염창","19909","19321","20260718"
"20260715","경부선","영등포","41952","42274","20260718"
"20260715","2호선","영등포구청","26083","26857","20260718"
"20260715","5호선","영등포구청","5874","5883","20260718"
"20260715","5호선","영등포시장","12733","12204","20260718"
"20260715","공항철도 1호선","영종","4679","4733","20260718"
"20260715","분당선","영통","9254","9252","20260718"
"20260715","5호선","오금","4218","4393","20260718"
"20260715","3호선","오금","7487","6736","20260718"
"20260715","경인선","오류동","12508","11544","20260718"
"20260715","분당선","오리","11903","10441","20260718"
"20260715","5호선","오목교(목동운동장앞)","23096","24956","20260718"
"20260715","수인선","오목천","4197","3794","20260718"
"20260715","중앙선","오빈","328","331","20260718"
"20260715","경부선","오산","10158","10337","20260718"
"20260715","경부선","오산대","3922","3616","20260718"
"20260715","안산선","오이도","7611","7476","20260718"
"20260715","3호선","옥수","10072","10256","20260718"
"20260715","경원선","옥수","51","40","20260718"
"20260715","경인선","온수(성공회대입구)","6700","6307","20260718"
"20260715","7호선","온수(성공회대입구)","10821","9739","20260718"
"20260715","장항선","온양온천","3954","4047","20260718"
"20260715","9호선2~3단계","올림픽공원(한국체대)","8701","8696","20260718"
"20260715","5호선","올림픽공원(한국체대)","5359","4659","20260718"
"20260715","2호선","왕십리(성동구청)","17301","15565","20260718"
"20260715","경원선","왕십리(성동구청)","18045","18452","20260718"
"20260715","5호선","왕십리(성동구청)","5219","5849","20260718"
"20260715","경원선","외대앞","12377","12161","20260718"
"20260715","2호선","용답","3258","3167","20260718"
"20260715","2호선","용두(동대문구청)","2572","2527","20260718"
"20260715","7호선","용마산(용마폭포공원)","6391","6056","20260718"
"20260715","중앙선","용문","2374","2429","20260718"
"20260715","경부선","용산","46156","47583","20260718"
"20260715","5호선","우장산","16876","16738","20260718"
"20260715","중앙선","운길산","556","513","20260718"
"20260715","공항철도 1호선","운서","10532","10976","20260718"
"20260715","경의선","운정","8317","8011","20260718"
"20260715","경의선","운천","6","3","20260718"
"20260715","일산선","원당","12491","12191","20260718"
"20260715","중앙선","원덕","312","305","20260718"
"20260715","수인선","원인재","4551","4791","20260718"
"20260715","서해선","원종","5493","5363","20260718"
"20260715","일산선","원흥","12069","11725","20260718"
"20260715","경원선","월계","6780","6409","20260718"
"20260715","6호선","월곡(동덕여대)","12431","12078","20260718"
"20260715","수인선","월곶","3401","3129","20260718"
"20260715","6호선","월드컵경기장(성산)","4231","4297","20260718"
"20260715","경의선","월롱","2085","1832","20260718"
"20260715","2호선","을지로3가","30215","30621","20260718"
"20260715","3호선","을지로3가","14904","14321","20260718"
"20260715","5호선","을지로4가","7777","7691","20260718"
"20260715","2호선","을지로4가","16739","16562","20260718"
"20260715","2호선","을지로입구","59126","61375","20260718"
"20260715","경원선","응봉","1888","1605","20260718"
"20260715","6호선","응암","19353","19376","20260718"
"20260715","경부선","의왕","10094","10004","20260718"
"20260715","경원선","의정부","19239","19341","20260718"
"20260715","2호선","이대","17089","18404","20260718"
"20260715","경강선","이매","1116","980","20260718"
"20260715","분당선","이매","5994","5727","20260718"
"20260715","7호선","이수","18853","18444","20260718"
"20260715","경강선","이천","2760","2959","20260718"
"20260715","4호선","이촌(국립중앙박물관)","10818","11787","20260718"
"20260715","경원선","이촌(국립중앙박물관)","4235","3441","20260718"
"20260715","6호선","이태원","10916","11646","20260718"
"20260715","과천선","인덕원","29214","29874","20260718"
"20260715","수인선","인천","1061","1569","20260718"
"20260715","경인선","인천","3636","2945","20260718"
"20260715","공항철도 1호선","인천공항1터미널","13906","13785","20260718"
"20260715","공항철도 1호선","인천공항2터미널","10639","9311","20260718"
"20260715","수인선","인천논현","5936","6136","20260718"
"20260715","수인선","인하대","7273","6902","20260718"
